order_id,customer_id,customer_name,country,product_category,product_name,quantity,unit_price,unit_cost,order_date
TE240508,C1243,Customer_124,Ghana,Hand Tools,Mini Garden Trowel,462,5.0,2.0,2024-03-14
TE240509,C1413,Customer_238,Senegal,Hand Tools,Pruning Shears,311,12.0,4.8,2024-08-01
TE240510,C1286,Customer_272,UK,CNC Cutting Tools,Face Mill Cutter,42,120.0,48.0,2024-04-14
TE240511,C1170,Customer_332,USA,CNC Cutting Tools,Reamer Φ12mm,57,40.0,16.0,2024-02-17
TE240512,C1275,Customer_371,Ghana,Hand Tools,Steel Pickaxe,237,8.0,3.2,2024-07-12
TE240513,C1345,Customer_310,Brazil,Hand Tools,Wheelbarrow,137,45.0,18.0,2024-04-06
TE240514,C1412,Customer_390,Thailand,Hand Tools,Hand Saw,386,10.0,4.0,2024-04-21
TE240515,C1246,Customer_107,Uganda,CNC Cutting Tools,Threading Tap M8,48,5.0,2.0,2024-01-08
TE240516,C1109,Customer_480,France,CNC Cutting Tools,Taper Shank Drill,25,28.0,11.2,2024-09-02
TE240517,C1469,Customer_125,Spain,Hand Tools,Watering Can,204,6.0,2.4,2024-07-22
TE240518,C1469,Customer_123,Thailand,Hand Tools,Gardening Gloves,244,4.0,1.6,2024-07-13
TE240519,C1239,Customer_274,Mexico,Hand Tools,Mini Garden Trowel,233,5.0,2.0,2024-07-03
TE240520,C1263,Customer_452,India,CNC Cutting Tools,Indexable Insert TNMG1604,70,3.8,1.5,2024-06-12
TE240521,C1469,Customer_105,Canada,CNC Cutting Tools,Slotting Cutter,15,80.0,32.0,2024-10-15
TE240522,C1443,Customer_114,Sweden,Hand Tools,Steel Pickaxe,233,8.0,3.2,2024-10-10
TE240523,C1479,Customer_300,Thailand,Hand Tools,Steel Mattock,251,8.5,3.4,2024-03-19
TE240524,C1101,Customer_169,France,Hand Tools,Hoe with Long Handle,225,7.0,2.8,2024-09-12
TE240525,C1282,Customer_336,Egypt,Hand Tools,Iron Rake,231,7.5,3.0,2024-09-07
TE240526,C1495,Customer_371,Mexico,Hand Tools,Garden Fork,335,6.8,2.7,2024-03-27
TE240527,C1376,Customer_408,Canada,CNC Cutting Tools,Drill Bit Φ10mm,79,30.0,12.0,2024-09-07
TE240528,C1095,Customer_470,Cameroon,Hand Tools,Hand Saw,130,10.0,4.0,2024-09-25
TE240529,C1018,Customer_430,Ghana,CNC Cutting Tools,Milling Cutter Set,16,300.0,120.0,2024-01-04
TE240530,C1212,Customer_71,Ghana,Hand Tools,Wooden Handle Axe,134,9.0,3.6,2024-12-28
TE240531,C1078,Customer_5,France,Hand Tools,Garden Fork,291,6.8,2.7,2024-01-31
TE240532,C1317,Customer_327,Mexico,Hand Tools,Hoe with Long Handle,347,7.0,2.8,2024-12-03
TE240533,C1250,Customer_9,Germany,Hand Tools,Pruning Shears,310,12.0,4.8,2024-01-07
TE240534,C1009,Customer_272,Spain,Hand Tools,Pruning Shears,246,12.0,4.8,2024-01-09
TE240535,C1258,Customer_417,Spain,Hand Tools,Steel Mattock,191,8.5,3.4,2024-02-24
TE240536,C1471,Customer_50,Vietnam,Hand Tools,Wooden Handle Axe,198,9.0,3.6,2024-11-13
TE240537,C1270,Customer_130,Kenya,Hand Tools,Mini Garden Trowel,303,5.0,2.0,2024-02-10
TE240538,C1192,Customer_492,Australia,CNC Cutting Tools,Lathe Tool Bit,41,18.0,7.2,2024-12-22
TE240539,C1116,Customer_154,Spain,Hand Tools,Wheelbarrow,141,45.0,18.0,2024-11-30
TE240540,C1440,Customer_333,Sweden,CNC Cutting Tools,Indexable Insert TNMG1604,61,3.8,1.5,2024-07-13
TE240541,C1194,Customer_283,India,Hand Tools,Hand Saw,104,10.0,4.0,2024-12-25
TE240542,C1088,Customer_43,India,Hand Tools,Steel Mattock,430,8.5,3.4,2024-06-18
TE240543,C1290,Customer_440,South Africa,Hand Tools,Seedling Tray,370,3.5,1.4,2024-01-22
TE240544,C1118,Customer_109,Cameroon,Hand Tools,Watering Can,390,6.0,2.4,2024-08-31
TE240545,C1139,Customer_24,Senegal,Hand Tools,Hand Saw,243,10.0,4.0,2024-10-05
TE240546,C1289,Customer_337,Germany,CNC Cutting Tools,Threading Tap M8,12,5.0,2.0,2024-04-16
TE240547,C1301,Customer_74,Sweden,CNC Cutting Tools,Taper Shank Drill,60,28.0,11.2,2024-02-09
TE240548,C1154,Customer_84,Thailand,Hand Tools,Hoe with Long Handle,299,7.0,2.8,2024-12-12
TE240549,C1460,Customer_277,Japan,CNC Cutting Tools,Taper Shank Drill,27,28.0,11.2,2024-12-18
TE240550,C1371,Customer_41,India,Hand Tools,Iron Rake,127,7.5,3.0,2024-02-20
TE240551,C1224,Customer_119,Ghana,Hand Tools,Iron Rake,409,7.5,3.0,2024-11-10
TE240552,C1489,Customer_305,Canada,Hand Tools,Gardening Gloves,267,4.0,1.6,2024-01-16
TE240553,C1325,Customer_140,Nigeria,Hand Tools,Garden Fork,351,6.8,2.7,2024-04-26
TE240554,C1183,Customer_284,Senegal,Hand Tools,Steel Mattock,195,8.5,3.4,2024-12-14
TE240555,C1300,Customer_339,Canada,Hand Tools,Gardening Gloves,416,4.0,1.6,2024-05-31
TE240556,C1409,Customer_127,Spain,Hand Tools,Garden Hoe,237,6.5,2.6,2024-03-19
TE240557,C1195,Customer_365,Nigeria,CNC Cutting Tools,Drill Bit Φ10mm,59,30.0,12.0,2024-06-11
TE240558,C1185,Customer_55,USA,CNC Cutting Tools,Ball Nose End Mill,66,35.0,14.0,2024-07-03
TE240559,C1390,Customer_139,USA,CNC Cutting Tools,Indexable Insert TNMG1604,33,3.8,1.5,2024-08-08
TE240560,C1230,Customer_286,Thailand,Hand Tools,Steel Mattock,152,8.5,3.4,2024-01-14
TE240561,C1046,Customer_182,Thailand,Hand Tools,Hoe with Long Handle,406,7.0,2.8,2024-06-15
TE240562,C1443,Customer_198,Germany,CNC Cutting Tools,Slotting Cutter,59,80.0,32.0,2024-02-13
TE240563,C1372,Customer_462,Thailand,CNC Cutting Tools,Face Mill Cutter,83,120.0,48.0,2024-09-23
TE240564,C1087,Customer_351,Canada,CNC Cutting Tools,Drill Bit Φ10mm,44,30.0,12.0,2024-06-03
TE240565,C1138,Customer_253,UK,CNC Cutting Tools,Drill Bit Φ10mm,65,30.0,12.0,2024-05-21
TE240566,C1216,Customer_154,India,Hand Tools,Garden Hoe,284,6.5,2.6,2024-05-08
TE240567,C1484,Customer_127,Spain,Hand Tools,Garden Fork,404,6.8,2.7,2024-11-11
TE240568,C1101,Customer_235,USA,CNC Cutting Tools,Ball Nose End Mill,10,35.0,14.0,2024-07-21
TE240569,C1171,Customer_431,Brazil,Hand Tools,Gardening Gloves,268,4.0,1.6,2024-08-13
TE240570,C1172,Customer_221,Kenya,Hand Tools,Wheelbarrow,433,45.0,18.0,2024-10-31
TE240571,C1070,Customer_154,Japan,CNC Cutting Tools,Taper Shank Drill,35,28.0,11.2,2024-09-02
TE240572,C1161,Customer_91,Egypt,Hand Tools,Iron Rake,249,7.5,3.0,2024-12-21
TE240573,C1325,Customer_252,Egypt,Hand Tools,Gardening Gloves,224,4.0,1.6,2024-06-15
TE240574,C1193,Customer_144,Kenya,Hand Tools,Steel Mattock,286,8.5,3.4,2024-02-28
TE240575,C1478,Customer_289,France,Hand Tools,Pruning Shears,192,12.0,4.8,2024-12-15
TE240576,C1394,Customer_282,Germany,Hand Tools,Watering Can,336,6.0,2.4,2024-12-28
TE240577,C1108,Customer_225,Kenya,CNC Cutting Tools,Taper Shank Drill,18,28.0,11.2,2024-07-28
TE240578,C1345,Customer_256,UK,Hand Tools,Mini Garden Trowel,223,5.0,2.0,2024-05-09
TE240579,C1338,Customer_79,Spain,Hand Tools,Gardening Gloves,293,4.0,1.6,2024-02-07
TE240580,C1230,Customer_307,India,Hand Tools,Steel Mattock,373,8.5,3.4,2024-09-16
TE240581,C1473,Customer_472,Uganda,Hand Tools,Steel Mattock,378,8.5,3.4,2024-01-19
TE240582,C1405,Customer_496,Canada,Hand Tools,Seedling Tray,374,3.5,1.4,2024-10-31
TE240583,C1327,Customer_469,USA,CNC Cutting Tools,Face Mill Cutter,94,120.0,48.0,2024-12-06
TE240584,C1182,Customer_86,Mexico,Hand Tools,Steel Pickaxe,388,8.0,3.2,2024-11-26
TE240585,C1347,Customer_332,Canada,CNC Cutting Tools,Threading Tap M8,65,5.0,2.0,2024-02-24
TE240586,C1006,Customer_51,Italy,CNC Cutting Tools,End Mill Holder,76,50.0,20.0,2024-10-12
TE240587,C1298,Customer_353,Thailand,CNC Cutting Tools,Reamer Φ12mm,57,40.0,16.0,2024-07-19
TE240588,C1238,Customer_396,Mexico,CNC Cutting Tools,Taper Shank Drill,74,28.0,11.2,2024-03-18
TE240589,C1177,Customer_13,India,CNC Cutting Tools,Ball Nose End Mill,63,35.0,14.0,2024-02-13
TE240590,C1060,Customer_426,Senegal,CNC Cutting Tools,Drill Bit Φ10mm,54,30.0,12.0,2024-06-08
TE240591,C1176,Customer_234,Nigeria,CNC Cutting Tools,End Mill Holder,71,50.0,20.0,2024-06-27
TE240592,C1244,Customer_50,Australia,CNC Cutting Tools,Taper Shank Drill,67,28.0,11.2,2024-06-12
TE240593,C1035,Customer_154,Germany,CNC Cutting Tools,Taper Shank Drill,24,28.0,11.2,2024-01-12
TE240594,C1435,Customer_176,Mexico,Hand Tools,Hand Saw,184,10.0,4.0,2024-05-04
TE240595,C1265,Customer_90,Thailand,Hand Tools,Iron Rake,386,7.5,3.0,2024-08-06
TE240596,C1491,Customer_237,France,CNC Cutting Tools,Slotting Cutter,90,80.0,32.0,2024-04-04
TE240597,C1096,Customer_328,Mexico,Hand Tools,Steel Mattock,114,8.5,3.4,2024-11-10
TE240598,C1453,Customer_102,Australia,CNC Cutting Tools,Slotting Cutter,59,80.0,32.0,2024-01-03
TE240599,C1361,Customer_110,France,CNC Cutting Tools,Taper Shank Drill,18,28.0,11.2,2024-10-22
TE240600,C1053,Customer_410,Uganda,CNC Cutting Tools,Drill Bit Φ10mm,56,30.0,12.0,2024-06-15
TE240601,C1101,Customer_235,USA,CNC Cutting Tools,Milling Cutter Set,72,300.0,120.0,2024-09-27
TE240602,C1495,Customer_328,Japan,CNC Cutting Tools,Slotting Cutter,88,80.0,32.0,2024-07-19
TE240603,C1301,Customer_59,Canada,CNC Cutting Tools,Reamer Φ12mm,89,40.0,16.0,2024-03-29
TE240604,C1417,Customer_345,Spain,CNC Cutting Tools,Ball Nose End Mill,88,35.0,14.0,2024-10-29
TE240605,C1044,Customer_345,UK,CNC Cutting Tools,Indexable Insert TNMG1604,40,3.8,1.5,2024-06-05
TE240606,C1060,Customer_94,Canada,CNC Cutting Tools,Drill Bit Φ10mm,75,30.0,12.0,2024-07-17
TE240607,C1215,Customer_306,UK,CNC Cutting Tools,Slotting Cutter,64,80.0,32.0,2024-04-05
TE240608,C1250,Customer_326,Vietnam,Hand Tools,Seedling Tray,430,3.5,1.4,2024-03-29
TE240609,C1285,Customer_86,India,Hand Tools,Steel Shovel,195,7.2,2.9,2024-06-10
TE240610,C1432,Customer_231,Brazil,Hand Tools,Wheelbarrow,283,45.0,18.0,2024-01-05
TE240611,C1249,Customer_70,France,CNC Cutting Tools,Slotting Cutter,81,80.0,32.0,2024-09-15
TE240612,C1335,Customer_254,Australia,CNC Cutting Tools,Reamer Φ12mm,63,40.0,16.0,2024-12-29
TE240613,C1431,Customer_228,India,Hand Tools,Garden Hoe,389,6.5,2.6,2024-01-16
TE240614,C1408,Customer_390,France,CNC Cutting Tools,Carbide End Mill Φ6mm,45,25.0,10.5,2024-04-25
TE240615,C1276,Customer_148,UK,Hand Tools,Garden Fork,389,6.8,2.7,2024-09-10
TE240616,C1282,Customer_262,USA,Hand Tools,Garden Hoe,237,6.5,2.6,2024-10-05
TE240617,C1422,Customer_188,Vietnam,CNC Cutting Tools,Carbide End Mill Φ6mm,66,25.0,10.5,2024-10-06
TE240618,C1112,Customer_218,USA,CNC Cutting Tools,Milling Cutter Set,41,300.0,120.0,2024-06-01
TE240619,C1448,Customer_17,Australia,Hand Tools,Iron Rake,144,7.5,3.0,2024-08-12
TE240620,C1444,Customer_61,Nigeria,Hand Tools,Wooden Handle Axe,207,9.0,3.6,2024-10-28
TE240621,C1353,Customer_180,Uganda,CNC Cutting Tools,Lathe Tool Bit,90,18.0,7.2,2024-08-07
TE240622,C1085,Customer_316,UK,CNC Cutting Tools,Face Mill Cutter,36,120.0,48.0,2024-01-31
TE240623,C1292,Customer_180,Vietnam,Hand Tools,Hoe with Long Handle,375,7.0,2.8,2024-03-27
TE240624,C1166,Customer_361,Japan,CNC Cutting Tools,Lathe Tool Bit,44,18.0,7.2,2024-09-20
TE240625,C1461,Customer_348,Kenya,Hand Tools,Steel Shovel,484,7.2,2.9,2024-07-29
TE240626,C1471,Customer_31,South Africa,Hand Tools,Wheelbarrow,435,45.0,18.0,2024-03-05
TE240627,C1360,Customer_444,UK,CNC Cutting Tools,Drill Bit Φ10mm,51,30.0,12.0,2024-05-06
TE240628,C1390,Customer_432,Mexico,Hand Tools,Garden Fork,172,6.8,2.7,2024-10-22
TE240629,C1324,Customer_138,Brazil,CNC Cutting Tools,Slotting Cutter,67,80.0,32.0,2024-02-08
TE240630,C1325,Customer_407,Uganda,Hand Tools,Garden Hoe,306,6.5,2.6,2024-09-20
TE240631,C1384,Customer_143,Spain,Hand Tools,Seedling Tray,288,3.5,1.4,2024-08-20
TE240632,C1487,Customer_250,Japan,Hand Tools,Steel Pickaxe,496,8.0,3.2,2024-02-17
TE240633,C1375,Customer_498,Australia,CNC Cutting Tools,Milling Cutter Set,99,300.0,120.0,2024-07-02
TE240634,C1436,Customer_33,Nigeria,Hand Tools,Steel Mattock,211,8.5,3.4,2024-08-07
TE240635,C1423,Customer_109,India,CNC Cutting Tools,Threading Tap M8,46,5.0,2.0,2024-06-21
TE240636,C1281,Customer_296,UK,CNC Cutting Tools,Reamer Φ12mm,53,40.0,16.0,2024-12-15
TE240637,C1391,Customer_25,Germany,CNC Cutting Tools,Milling Cutter Set,68,300.0,120.0,2024-01-09
TE240638,C1064,Customer_476,Uganda,Hand Tools,Garden Fork,333,6.8,2.7,2024-01-01
TE240639,C1491,Customer_220,France,CNC Cutting Tools,Taper Shank Drill,26,28.0,11.2,2024-11-28
TE240640,C1155,Customer_82,Uganda,Hand Tools,Seedling Tray,240,3.5,1.4,2024-02-17
TE240641,C1336,Customer_185,Italy,CNC Cutting Tools,Threading Tap M8,95,5.0,2.0,2024-11-28
TE240642,C1085,Customer_27,Canada,CNC Cutting Tools,Ball Nose End Mill,99,35.0,14.0,2024-04-29
TE240643,C1220,Customer_336,USA,CNC Cutting Tools,Indexable Insert TNMG1604,10,3.8,1.5,2024-04-19
TE240644,C1245,Customer_40,UK,CNC Cutting Tools,Face Mill Cutter,76,120.0,48.0,2024-12-14
TE240645,C1228,Customer_5,Germany,CNC Cutting Tools,Threading Tap M8,25,5.0,2.0,2024-08-04
TE240646,C1356,Customer_68,India,Hand Tools,Wooden Handle Axe,296,9.0,3.6,2024-02-15
TE240647,C1375,Customer_413,USA,CNC Cutting Tools,Threading Tap M8,57,5.0,2.0,2024-06-02
TE240648,C1071,Customer_196,Nigeria,Hand Tools,Gardening Gloves,168,4.0,1.6,2024-11-24
TE240649,C1347,Customer_74,USA,CNC Cutting Tools,Lathe Tool Bit,11,18.0,7.2,2024-11-08
TE240650,C1333,Customer_85,Australia,CNC Cutting Tools,Taper Shank Drill,37,28.0,11.2,2024-11-17
TE240651,C1384,Customer_78,Senegal,CNC Cutting Tools,Lathe Tool Bit,97,18.0,7.2,2024-08-14
TE240652,C1441,Customer_112,USA,CNC Cutting Tools,Indexable Insert TNMG1604,27,3.8,1.5,2024-03-04
TE240653,C1302,Customer_374,Canada,CNC Cutting Tools,Slotting Cutter,50,80.0,32.0,2024-03-12
TE240654,C1127,Customer_142,Mexico,Hand Tools,Wooden Handle Axe,383,9.0,3.6,2024-11-03
TE240655,C1308,Customer_370,Brazil,Hand Tools,Gardening Gloves,453,4.0,1.6,2024-01-14
TE240656,C1435,Customer_434,Mexico,CNC Cutting Tools,Ball Nose End Mill,36,35.0,14.0,2024-09-22
TE240657,C1311,Customer_261,France,CNC Cutting Tools,Slotting Cutter,47,80.0,32.0,2024-11-26
TE240658,C1028,Customer_402,Cameroon,Hand Tools,Wooden Handle Axe,353,9.0,3.6,2024-07-16
TE240659,C1058,Customer_124,India,Hand Tools,Hoe with Long Handle,136,7.0,2.8,2024-09-27
TE240660,C1456,Customer_7,South Africa,Hand Tools,Seedling Tray,262,3.5,1.4,2024-03-08
TE240661,C1199,Customer_441,Ghana,Hand Tools,Steel Mattock,287,8.5,3.4,2024-10-06
TE240662,C1350,Customer_89,Sweden,Hand Tools,Gardening Gloves,137,4.0,1.6,2024-01-09
TE240663,C1301,Customer_35,Germany,CNC Cutting Tools,Face Mill Cutter,15,120.0,48.0,2024-01-31
TE240664,C1486,Customer_405,Canada,CNC Cutting Tools,Ball Nose End Mill,90,35.0,14.0,2024-12-30
TE240665,C1257,Customer_393,Australia,CNC Cutting Tools,Taper Shank Drill,61,28.0,11.2,2024-02-12
TE240666,C1328,Customer_275,Vietnam,CNC Cutting Tools,Drill Bit Φ10mm,45,30.0,12.0,2024-02-12
TE240667,C1159,Customer_41,Vietnam,Hand Tools,Wooden Handle Axe,179,9.0,3.6,2024-10-01
TE240668,C1168,Customer_201,Thailand,CNC Cutting Tools,Milling Cutter Set,97,300.0,120.0,2024-11-25
TE240669,C1034,Customer_159,Spain,CNC Cutting Tools,Taper Shank Drill,40,28.0,11.2,2024-01-30
TE240670,C1126,Customer_45,Senegal,Hand Tools,Garden Hoe,332,6.5,2.6,2024-11-09
TE240671,C1312,Customer_29,Japan,CNC Cutting Tools,Taper Shank Drill,94,28.0,11.2,2024-03-30
TE240672,C1062,Customer_7,Spain,Hand Tools,Watering Can,105,6.0,2.4,2024-03-24
TE240673,C1255,Customer_488,Japan,CNC Cutting Tools,End Mill Holder,43,50.0,20.0,2024-03-26
TE240674,C1191,Customer_65,Sweden,Hand Tools,Wheelbarrow,237,45.0,18.0,2024-03-01
TE240675,C1395,Customer_461,Germany,CNC Cutting Tools,Slotting Cutter,44,80.0,32.0,2024-09-25
TE240676,C1033,Customer_135,Spain,Hand Tools,Hoe with Long Handle,421,7.0,2.8,2024-02-09
TE240677,C1255,Customer_234,Vietnam,CNC Cutting Tools,Carbide End Mill Φ6mm,73,25.0,10.5,2024-10-17
TE240678,C1086,Customer_189,UK,CNC Cutting Tools,Indexable Insert TNMG1604,83,3.8,1.5,2024-12-11
TE240679,C1371,Customer_60,France,Hand Tools,Pruning Shears,101,12.0,4.8,2024-01-23
TE240680,C1440,Customer_442,Germany,Hand Tools,Steel Pickaxe,341,8.0,3.2,2024-07-05
TE240681,C1197,Customer_472,UK,Hand Tools,Seedling Tray,118,3.5,1.4,2024-10-10
TE240682,C1412,Customer_468,Spain,Hand Tools,Hand Saw,314,10.0,4.0,2024-04-24
TE240683,C1165,Customer_128,Australia,CNC Cutting Tools,Taper Shank Drill,50,28.0,11.2,2024-05-18
TE240684,C1423,Customer_40,Thailand,Hand Tools,Garden Hoe,357,6.5,2.6,2024-12-10
TE240685,C1462,Customer_27,France,Hand Tools,Gardening Gloves,364,4.0,1.6,2024-01-24
TE240686,C1489,Customer_206,USA,CNC Cutting Tools,Reamer Φ12mm,46,40.0,16.0,2024-06-08
TE240687,C1168,Customer_45,Thailand,Hand Tools,Steel Pickaxe,288,8.0,3.2,2024-04-12
TE240688,C1150,Customer_289,Nigeria,Hand Tools,Watering Can,418,6.0,2.4,2024-05-04
TE240689,C1238,Customer_189,Thailand,Hand Tools,Garden Fork,495,6.8,2.7,2024-04-10
TE240690,C1376,Customer_462,Vietnam,CNC Cutting Tools,Face Mill Cutter,29,120.0,48.0,2024-01-04
TE240691,C1478,Customer_210,Germany,CNC Cutting Tools,End Mill Holder,54,50.0,20.0,2024-11-21
TE240692,C1430,Customer_356,Uganda,Hand Tools,Iron Rake,100,7.5,3.0,2024-12-02
TE240693,C1193,Customer_435,Sweden,Hand Tools,Mini Garden Trowel,153,5.0,2.0,2024-04-15
TE240694,C1272,Customer_122,Australia,CNC Cutting Tools,Carbide End Mill Φ6mm,28,25.0,10.5,2024-12-30
TE240695,C1144,Customer_48,Germany,CNC Cutting Tools,Face Mill Cutter,76,120.0,48.0,2024-07-30
TE240696,C1359,Customer_459,Canada,CNC Cutting Tools,Taper Shank Drill,20,28.0,11.2,2024-10-24
TE240697,C1049,Customer_259,UK,CNC Cutting Tools,Slotting Cutter,19,80.0,32.0,2024-10-30
TE240698,C1291,Customer_32,Australia,CNC Cutting Tools,Drill Bit Φ10mm,40,30.0,12.0,2024-05-29
TE240699,C1134,Customer_436,Japan,CNC Cutting Tools,Slotting Cutter,99,80.0,32.0,2024-06-16
TE240700,C1163,Customer_232,Italy,CNC Cutting Tools,Indexable Insert TNMG1604,35,3.8,1.5,2024-03-10
TE240701,C1400,Customer_395,Thailand,Hand Tools,Steel Shovel,154,7.2,2.9,2024-03-25
TE240702,C1231,Customer_239,Japan,CNC Cutting Tools,Indexable Insert TNMG1604,78,3.8,1.5,2024-07-02
TE240703,C1494,Customer_395,France,CNC Cutting Tools,Ball Nose End Mill,69,35.0,14.0,2024-05-15
TE240704,C1437,Customer_62,USA,CNC Cutting Tools,Milling Cutter Set,48,300.0,120.0,2024-12-26
TE240705,C1357,Customer_309,Germany,CNC Cutting Tools,Threading Tap M8,28,5.0,2.0,2024-02-16
TE240706,C1365,Customer_128,Egypt,Hand Tools,Steel Mattock,362,8.5,3.4,2024-01-26
TE240707,C1347,Customer_154,Italy,CNC Cutting Tools,Drill Bit Φ10mm,13,30.0,12.0,2024-07-26
TE240708,C1438,Customer_232,Thailand,Hand Tools,Pruning Shears,227,12.0,4.8,2024-02-18
TE240709,C1237,Customer_53,Kenya,Hand Tools,Steel Shovel,162,7.2,2.9,2024-01-07
TE240710,C1032,Customer_426,Nigeria,Hand Tools,Wooden Handle Axe,166,9.0,3.6,2024-04-11
TE240711,C1422,Customer_206,Canada,CNC Cutting Tools,Milling Cutter Set,92,300.0,120.0,2024-02-13
TE240712,C1299,Customer_301,Italy,CNC Cutting Tools,Indexable Insert TNMG1604,12,3.8,1.5,2024-02-03
TE240713,C1102,Customer_463,Mexico,Hand Tools,Gardening Gloves,165,4.0,1.6,2024-02-17
TE240714,C1464,Customer_434,Ghana,Hand Tools,Iron Rake,162,7.5,3.0,2024-01-22
TE240715,C1483,Customer_237,Germany,CNC Cutting Tools,Lathe Tool Bit,65,18.0,7.2,2024-07-21
TE240716,C1255,Customer_16,Canada,Hand Tools,Steel Mattock,188,8.5,3.4,2024-06-30
TE240717,C1110,Customer_466,France,Hand Tools,Mini Garden Trowel,328,5.0,2.0,2024-03-17
TE240718,C1018,Customer_315,Brazil,Hand Tools,Wooden Handle Axe,431,9.0,3.6,2024-05-31
TE240719,C1256,Customer_211,Uganda,CNC Cutting Tools,Reamer Φ12mm,17,40.0,16.0,2024-02-14
TE240720,C1144,Customer_197,UK,CNC Cutting Tools,Face Mill Cutter,92,120.0,48.0,2024-09-26
TE240721,C1128,Customer_323,South Africa,Hand Tools,Pruning Shears,109,12.0,4.8,2024-07-14
TE240722,C1401,Customer_366,Canada,CNC Cutting Tools,End Mill Holder,72,50.0,20.0,2024-06-25
TE240723,C1468,Customer_290,India,CNC Cutting Tools,Slotting Cutter,44,80.0,32.0,2024-04-02
TE240724,C1014,Customer_164,Brazil,Hand Tools,Steel Pickaxe,498,8.0,3.2,2024-05-23
TE240725,C1030,Customer_415,South Africa,Hand Tools,Pruning Shears,283,12.0,4.8,2024-10-26
TE240726,C1120,Customer_499,UK,Hand Tools,Wooden Handle Axe,436,9.0,3.6,2024-05-03
TE240727,C1137,Customer_274,Kenya,CNC Cutting Tools,Taper Shank Drill,17,28.0,11.2,2024-04-22
TE240728,C1295,Customer_434,South Africa,Hand Tools,Steel Mattock,281,8.5,3.4,2024-03-29
TE240729,C1091,Customer_122,Thailand,Hand Tools,Gardening Gloves,477,4.0,1.6,2024-12-23
TE240730,C1184,Customer_468,Thailand,CNC Cutting Tools,Taper Shank Drill,99,28.0,11.2,2024-06-29
TE240731,C1486,Customer_291,Thailand,CNC Cutting Tools,Lathe Tool Bit,34,18.0,7.2,2024-09-09
TE240732,C1278,Customer_159,France,Hand Tools,Steel Pickaxe,146,8.0,3.2,2024-01-29
TE240733,C1120,Customer_309,France,CNC Cutting Tools,End Mill Holder,71,50.0,20.0,2024-01-01
TE240734,C1170,Customer_470,Brazil,Hand Tools,Gardening Gloves,166,4.0,1.6,2024-06-23
TE240735,C1368,Customer_91,Senegal,Hand Tools,Wheelbarrow,265,45.0,18.0,2024-01-31
TE240736,C1012,Customer_76,Thailand,Hand Tools,Seedling Tray,172,3.5,1.4,2024-02-26
TE240737,C1434,Customer_270,Uganda,Hand Tools,Garden Hoe,291,6.5,2.6,2024-12-26
TE240738,C1483,Customer_340,Canada,Hand Tools,Garden Hoe,272,6.5,2.6,2024-06-03
TE240739,C1166,Customer_70,South Africa,Hand Tools,Watering Can,323,6.0,2.4,2024-11-23
TE240740,C1492,Customer_250,Mexico,Hand Tools,Steel Shovel,462,7.2,2.9,2024-10-14
TE240741,C1356,Customer_456,Senegal,Hand Tools,Gardening Gloves,282,4.0,1.6,2024-04-24
TE240742,C1341,Customer_302,Kenya,Hand Tools,Steel Mattock,257,8.5,3.4,2024-12-18
TE240743,C1151,Customer_66,France,CNC Cutting Tools,Carbide End Mill Φ6mm,99,25.0,10.5,2024-10-20
TE240744,C1201,Customer_436,South Africa,Hand Tools,Hoe with Long Handle,116,7.0,2.8,2024-04-03
TE240745,C1309,Customer_163,Senegal,Hand Tools,Hoe with Long Handle,213,7.0,2.8,2024-11-23
TE240746,C1290,Customer_54,Senegal,Hand Tools,Steel Shovel,269,7.2,2.9,2024-02-09
TE240747,C1122,Customer_178,South Africa,Hand Tools,Steel Shovel,425,7.2,2.9,2024-02-15
TE240748,C1421,Customer_363,Mexico,Hand Tools,Watering Can,271,6.0,2.4,2024-08-16
TE240749,C1006,Customer_136,France,Hand Tools,Watering Can,134,6.0,2.4,2024-06-28
TE240750,C1132,Customer_403,USA,CNC Cutting Tools,Carbide End Mill Φ6mm,16,25.0,10.5,2024-07-16
TE240751,C1225,Customer_376,Australia,CNC Cutting Tools,Drill Bit Φ10mm,62,30.0,12.0,2024-09-09
TE240752,C1452,Customer_194,Canada,Hand Tools,Steel Mattock,151,8.5,3.4,2024-09-02
TE240753,C1404,Customer_443,Thailand,Hand Tools,Gardening Gloves,451,4.0,1.6,2024-04-25
TE240754,C1084,Customer_232,USA,CNC Cutting Tools,Carbide End Mill Φ6mm,47,25.0,10.5,2024-01-11
TE240755,C1164,Customer_134,Egypt,CNC Cutting Tools,Indexable Insert TNMG1604,53,3.8,1.5,2024-03-28
TE240756,C1455,Customer_193,UK,CNC Cutting Tools,Indexable Insert TNMG1604,80,3.8,1.5,2024-02-17
TE240757,C1174,Customer_305,South Africa,Hand Tools,Seedling Tray,347,3.5,1.4,2024-12-26
TE240758,C1016,Customer_221,Egypt,Hand Tools,Steel Shovel,410,7.2,2.9,2024-08-10
TE240759,C1081,Customer_28,USA,Hand Tools,Wooden Handle Axe,197,9.0,3.6,2024-07-28
TE240760,C1357,Customer_284,Spain,Hand Tools,Watering Can,376,6.0,2.4,2024-05-15
TE240761,C1339,Customer_145,Japan,CNC Cutting Tools,Indexable Insert TNMG1604,16,3.8,1.5,2024-07-20
TE240762,C1293,Customer_282,Ghana,Hand Tools,Steel Shovel,127,7.2,2.9,2024-07-03
